,index,NAICS,NAICS_Title
1095,1095,4411,Automobile Dealers
1096,1096,44111,New Car Dealers
1097,1097,441110,New Car Dealers
1098,1098,44112,Used Car Dealers
1099,1099,441120,Used Car Dealers
1100,1100,4412,Other Motor Vehicle Dealers
1101,1101,44121,Recreational Vehicle Dealers
1102,1102,441210,Recreational Vehicle Dealers
1103,1103,44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers"
1104,1104,441222,Boat Dealers
1105,1105,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers"
1106,1106,4413,"Automotive Parts, Accessories, and Tire Stores"
1107,1107,44131,Automotive Parts and Accessories Stores
1108,1108,441310,Automotive Parts and Accessories Stores
1109,1109,44132,Tire Dealers
1110,1110,441320,Tire Dealers
1111,1111,442,Furniture and Home Furnishings Stores
1112,1112,4421,Furniture Stores
1113,1113,44211,Furniture Stores
1114,1114,442110,Furniture Stores
1115,1115,4422,Home Furnishings Stores
1116,1116,44221,Floor Covering Stores
1117,1117,442210,Floor Covering Stores
1118,1118,44229,Other Home Furnishings Stores
1119,1119,442291,Window Treatment Stores
1120,1120,442299,All Other Home Furnishings Stores
1121,1121,443,Electronics and Appliance Stores
1122,1122,4431,Electronics and Appliance Stores
1123,1123,44314,Electronics and Appliance Stores
1124,1124,443141,Household Appliance Stores
1125,1125,443142,Electronics Stores
1126,1126,444,Building Material and Garden Equipment and Supplies Dealers
1127,1127,4441,Building Material and Supplies Dealers
1128,1128,44411,Home Centers
1129,1129,444110,Home Centers
1130,1130,44412,Paint and Wallpaper Stores
1131,1131,444120,Paint and Wallpaper Stores
1132,1132,44413,Hardware Stores
1133,1133,444130,Hardware Stores
1134,1134,44419,Other Building Material Dealers
1135,1135,444190,Other Building Material Dealers
1136,1136,4442,Lawn and Garden Equipment and Supplies Stores
1137,1137,44421,Outdoor Power Equipment Stores
1138,1138,444210,Outdoor Power Equipment Stores
1139,1139,44422,"Nursery, Garden Center, and Farm Supply Stores"
1140,1140,444220,"Nursery, Garden Center, and Farm Supply Stores"
1141,1141,445,Food and Beverage Stores
1142,1142,4451,Grocery Stores
1143,1143,44511,Supermarkets and Other Grocery (except Convenience) Stores
1144,1144,445110,Supermarkets and Other Grocery (except Convenience) Stores
1145,1145,44512,Convenience Stores
1146,1146,445120,Convenience Stores
1147,1147,4452,Specialty Food Stores
1148,1148,44521,Meat Markets
1149,1149,445210,Meat Markets
1150,1150,44522,Fish and Seafood Markets
1151,1151,445220,Fish and Seafood Markets
1152,1152,44523,Fruit and Vegetable Markets
1153,1153,445230,Fruit and Vegetable Markets
1154,1154,44529,Other Specialty Food Stores
1155,1155,445291,Baked Goods Stores
1156,1156,445292,Confectionery and Nut Stores
1157,1157,445299,All Other Specialty Food Stores
1158,1158,4453,"Beer, Wine, and Liquor Stores"
1159,1159,44531,"Beer, Wine, and Liquor Stores"
1160,1160,445310,"Beer, Wine, and Liquor Stores"
1161,1161,446,Health and Personal Care Stores
1162,1162,4461,Health and Personal Care Stores
1163,1163,44611,Pharmacies and Drug Stores
1164,1164,446110,Pharmacies and Drug Stores
1165,1165,44612,"Cosmetics, Beauty Supplies, and Perfume Stores"
1166,1166,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
1167,1167,44613,Optical Goods Stores
1168,1168,446130,Optical Goods Stores
1169,1169,44619,Other Health and Personal Care Stores
1170,1170,446191,Food (Health) Supplement Stores
1171,1171,446199,All Other Health and Personal Care Stores
1172,1172,447,Gasoline Stations
1173,1173,4471,Gasoline Stations
1174,1174,44711,Gasoline Stations with Convenience Stores
1175,1175,447110,Gasoline Stations with Convenience Stores
1176,1176,44719,Other Gasoline Stations
1177,1177,447190,Other Gasoline Stations
1178,1178,448,Clothing and Clothing Accessories Stores
1179,1179,4481,Clothing Stores
1180,1180,44811,Men's Clothing Stores
1181,1181,448110,Men's Clothing Stores
1182,1182,44812,Women's Clothing Stores
1183,1183,448120,Women's Clothing Stores
1184,1184,44813,Children's and Infants' Clothing Stores
1185,1185,448130,Children's and Infants' Clothing Stores
1186,1186,44814,Family Clothing Stores
1187,1187,448140,Family Clothing Stores
1188,1188,44815,Clothing Accessories Stores
1189,1189,448150,Clothing Accessories Stores
1190,1190,44819,Other Clothing Stores
1191,1191,448190,Other Clothing Stores
1192,1192,4482,Shoe Stores
1193,1193,44821,Shoe Stores
1194,1194,448210,Shoe Stores
1195,1195,4483,"Jewelry, Luggage, and Leather Goods Stores"
1196,1196,44831,Jewelry Stores
1197,1197,448310,Jewelry Stores
1198,1198,44832,Luggage and Leather Goods Stores
1199,1199,448320,Luggage and Leather Goods Stores
1200,1200,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
1201,1201,4511,"Sporting Goods, Hobby, and Musical Instrument Stores"
1202,1202,45111,Sporting Goods Stores
1203,1203,451110,Sporting Goods Stores
1204,1204,45112,"Hobby, Toy, and Game Stores"
1205,1205,451120,"Hobby, Toy, and Game Stores"
1206,1206,45113,"Sewing, Needlework, and Piece Goods Stores"
1207,1207,451130,"Sewing, Needlework, and Piece Goods Stores"
1208,1208,45114,Musical Instrument and Supplies Stores
1209,1209,451140,Musical Instrument and Supplies Stores
1210,1210,4512,Book Stores and News Dealers
1211,1211,45121,Book Stores and News Dealers
1212,1212,451211,Book Stores
1213,1213,451212,News Dealers and Newsstands
1214,1214,452,General Merchandise Stores
1215,1215,4522,Department Stores
1216,1216,45221,Department Stores
1217,1217,452210,Department Stores
1218,1218,4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters"
1219,1219,45231,"General Merchandise Stores, including Warehouse Clubs and Supercenters"
1220,1220,452311,Warehouse Clubs and Supercenters
1221,1221,452319,All Other General Merchandise Stores
1222,1222,453,Miscellaneous Store Retailers
1223,1223,4531,Florists
1224,1224,45311,Florists
1225,1225,453110,Florists
1226,1226,4532,"Office Supplies, Stationery, and Gift Stores"
1227,1227,45321,Office Supplies and Stationery Stores
1228,1228,453210,Office Supplies and Stationery Stores
1229,1229,45322,"Gift, Novelty, and Souvenir Stores"
1230,1230,453220,"Gift, Novelty, and Souvenir Stores"
1231,1231,4533,Used Merchandise Stores
1232,1232,45331,Used Merchandise Stores
1233,1233,453310,Used Merchandise Stores
1234,1234,4539,Other Miscellaneous Store Retailers
1235,1235,45391,Pet and Pet Supplies Stores
1236,1236,453910,Pet and Pet Supplies Stores
1237,1237,45392,Art Dealers
1238,1238,453920,Art Dealers
1239,1239,45393,Manufactured (Mobile) Home Dealers
1240,1240,453930,Manufactured (Mobile) Home Dealers
1241,1241,45399,All Other Miscellaneous Store Retailers
1242,1242,453991,Tobacco Stores
1243,1243,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
1244,1244,454,Nonstore Retailers
1245,1245,4541,Electronic Shopping and Mail-Order Houses
1246,1246,45411,Electronic Shopping and Mail-Order Houses
1247,1247,454110,Electronic Shopping and Mail-Order Houses
1248,1248,4542,Vending Machine Operators
1249,1249,45421,Vending Machine Operators
1250,1250,454210,Vending Machine Operators
1251,1251,4543,Direct Selling Establishments
1252,1252,45431,Fuel Dealers
1253,1253,454310,Fuel Dealers
1254,1254,45439,Other Direct Selling Establishments
1255,1255,454390,Other Direct Selling Establishments
1256,1256,48,Transportation and Warehousing
1257,1257,49,Transportation and Warehousing
1258,1258,481,Air Transportation
1259,1259,4811,Scheduled Air Transportation
1260,1260,48111,Scheduled Air Transportation
1261,1261,481111,Scheduled Passenger Air Transportation
1262,1262,481112,Scheduled Freight Air Transportation
1263,1263,4812,Nonscheduled Air Transportation
1264,1264,48121,Nonscheduled Air Transportation
1265,1265,481211,Nonscheduled Chartered Passenger Air Transportation
1266,1266,481212,Nonscheduled Chartered Freight Air Transportation
1267,1267,481219,Other Nonscheduled Air Transportation
1268,1268,482,Rail Transportation
1269,1269,4821,Rail Transportation
1270,1270,48211,Rail Transportation
1271,1271,482111,Line-Haul Railroads
1272,1272,482112,Short Line Railroads
1273,1273,483,Water Transportation
1274,1274,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation"
1275,1275,48311,"Deep Sea, Coastal, and Great Lakes Water Transportation"
1276,1276,483111,Deep Sea Freight Transportation
1277,1277,483112,Deep Sea Passenger Transportation
1278,1278,483113,Coastal and Great Lakes Freight Transportation
1279,1279,483114,Coastal and Great Lakes Passenger Transportation
1280,1280,4832,Inland Water Transportation
1281,1281,48321,Inland Water Transportation
1282,1282,483211,Inland Water Freight Transportation
1283,1283,483212,Inland Water Passenger Transportation
1284,1284,484,Truck Transportation
1285,1285,4841,General Freight Trucking
1286,1286,48411,"General Freight Trucking, Local"
1287,1287,484110,"General Freight Trucking, Local"
1288,1288,48412,"General Freight Trucking, Long-Distance"
1289,1289,484121,"General Freight Trucking, Long-Distance, Truckload"
1290,1290,484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
1291,1291,4842,Specialized Freight Trucking
1292,1292,48421,Used Household and Office Goods Moving
1293,1293,484210,Used Household and Office Goods Moving
1294,1294,48422,"Specialized Freight (except Used Goods) Trucking, Local"
1295,1295,484220,"Specialized Freight (except Used Goods) Trucking, Local"
1296,1296,48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1297,1297,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
1298,1298,485,Transit and Ground Passenger Transportation
1299,1299,4851,Urban Transit Systems
1300,1300,48511,Urban Transit Systems
1301,1301,485111,Mixed Mode Transit Systems
1302,1302,485112,Commuter Rail Systems
1303,1303,485113,Bus and Other Motor Vehicle Transit Systems
1304,1304,485119,Other Urban Transit Systems
1305,1305,4852,Interurban and Rural Bus Transportation
1306,1306,48521,Interurban and Rural Bus Transportation
1307,1307,485210,Interurban and Rural Bus Transportation
1308,1308,4853,Taxi and Limousine Service
1309,1309,48531,Taxi Service
1310,1310,485310,Taxi Service
1311,1311,48532,Limousine Service
1312,1312,485320,Limousine Service
1313,1313,4854,School and Employee Bus Transportation
1314,1314,48541,School and Employee Bus Transportation
1315,1315,485410,School and Employee Bus Transportation
1316,1316,4855,Charter Bus Industry
1317,1317,48551,Charter Bus Industry
1318,1318,485510,Charter Bus Industry
1319,1319,4859,Other Transit and Ground Passenger Transportation
1320,1320,48599,Other Transit and Ground Passenger Transportation
1321,1321,485991,Special Needs Transportation
1322,1322,485999,All Other Transit and Ground Passenger Transportation
1323,1323,486,Pipeline Transportation
1324,1324,4861,Pipeline Transportation of Crude Oil
1325,1325,48611,Pipeline Transportation of Crude Oil
1326,1326,486110,Pipeline Transportation of Crude Oil
1327,1327,4862,Pipeline Transportation of Natural Gas
1328,1328,48621,Pipeline Transportation of Natural Gas
1329,1329,486210,Pipeline Transportation of Natural Gas
1330,1330,4869,Other Pipeline Transportation
1331,1331,48691,Pipeline Transportation of Refined Petroleum Products
1332,1332,486910,Pipeline Transportation of Refined Petroleum Products
1333,1333,48699,All Other Pipeline Transportation
1334,1334,486990,All Other Pipeline Transportation
1335,1335,487,Scenic and Sightseeing Transportation
1336,1336,4871,"Scenic and Sightseeing Transportation, Land"
1337,1337,48711,"Scenic and Sightseeing Transportation, Land"
1338,1338,487110,"Scenic and Sightseeing Transportation, Land"
1339,1339,4872,"Scenic and Sightseeing Transportation, Water"
1340,1340,48721,"Scenic and Sightseeing Transportation, Water"
1341,1341,487210,"Scenic and Sightseeing Transportation, Water"
1342,1342,4879,"Scenic and Sightseeing Transportation, Other"
1343,1343,48799,"Scenic and Sightseeing Transportation, Other"
1344,1344,487990,"Scenic and Sightseeing Transportation, Other"
1345,1345,488,Support Activities for Transportation
1346,1346,4881,Support Activities for Air Transportation
1347,1347,48811,Airport Operations
1348,1348,488111,Air Traffic Control
1349,1349,488119,Other Airport Operations
1350,1350,48819,Other Support Activities for Air Transportation
1351,1351,488190,Other Support Activities for Air Transportation
1352,1352,4882,Support Activities for Rail Transportation
1353,1353,48821,Support Activities for Rail Transportation
1354,1354,488210,Support Activities for Rail Transportation
1355,1355,4883,Support Activities for Water Transportation
1356,1356,48831,Port and Harbor Operations
1357,1357,488310,Port and Harbor Operations
1358,1358,48832,Marine Cargo Handling
1359,1359,488320,Marine Cargo Handling
1360,1360,48833,Navigational Services to Shipping
1361,1361,488330,Navigational Services to Shipping
1362,1362,48839,Other Support Activities for Water Transportation
1363,1363,488390,Other Support Activities for Water Transportation
1364,1364,4884,Support Activities for Road Transportation
1365,1365,48841,Motor Vehicle Towing
1366,1366,488410,Motor Vehicle Towing
1367,1367,48849,Other Support Activities for Road Transportation
1368,1368,488490,Other Support Activities for Road Transportation
1369,1369,4885,Freight Transportation Arrangement
1370,1370,48851,Freight Transportation Arrangement
1371,1371,488510,Freight Transportation Arrangement
1372,1372,4889,Other Support Activities for Transportation
1373,1373,48899,Other Support Activities for Transportation
1374,1374,488991,Packing and Crating
1375,1375,488999,All Other Support Activities for Transportation
1376,1376,491,Postal Service
1377,1377,4911,Postal Service
1378,1378,49111,Postal Service
1379,1379,491110,Postal Service
1380,1380,492,Couriers and Messengers
1381,1381,4921,Couriers and Express Delivery Services
1382,1382,49211,Couriers and Express Delivery Services
1383,1383,492110,Couriers and Express Delivery Services
1384,1384,4922,Local Messengers and Local Delivery
1385,1385,49221,Local Messengers and Local Delivery
1386,1386,492210,Local Messengers and Local Delivery
1387,1387,493,Warehousing and Storage
1388,1388,4931,Warehousing and Storage
1389,1389,49311,General Warehousing and Storage
1390,1390,493110,General Warehousing and Storage
1391,1391,49312,Refrigerated Warehousing and Storage
1392,1392,493120,Refrigerated Warehousing and Storage
1393,1393,49313,Farm Product Warehousing and Storage
1394,1394,493130,Farm Product Warehousing and Storage
1395,1395,49319,Other Warehousing and Storage
1396,1396,493190,Other Warehousing and Storage
1397,1397,51,Information
1398,1398,511,Publishing Industries (except Internet)
1399,1399,5111,"Newspaper, Periodical, Book, and Directory Publishers"
1400,1400,51111,Newspaper Publishers
1401,1401,511110,Newspaper Publishers
1402,1402,51112,Periodical Publishers
1403,1403,511120,Periodical Publishers
1404,1404,51113,Book Publishers
1405,1405,511130,Book Publishers
1406,1406,51114,Directory and Mailing List Publishers
1407,1407,511140,Directory and Mailing List Publishers
1408,1408,51119,Other Publishers
1409,1409,511191,Greeting Card Publishers
1410,1410,511199,All Other Publishers
1411,1411,5112,Software Publishers
1412,1412,51121,Software Publishers
1413,1413,511210,Software Publishers
1414,1414,512,Motion Picture and Sound Recording Industries
1415,1415,5121,Motion Picture and Video Industries
1416,1416,51211,Motion Picture and Video Production
1417,1417,512110,Motion Picture and Video Production
1418,1418,51212,Motion Picture and Video Distribution
1419,1419,512120,Motion Picture and Video Distribution
1420,1420,51213,Motion Picture and Video Exhibition
1421,1421,512131,Motion Picture Theaters (except Drive-Ins)
1422,1422,512132,Drive-In Motion Picture Theaters
1423,1423,51219,Postproduction Services and Other Motion Picture and Video Industries
1424,1424,512191,Teleproduction and Other Postproduction Services
1425,1425,512199,Other Motion Picture and Video Industries
1426,1426,5122,Sound Recording Industries
1427,1427,51223,Music Publishers
1428,1428,512230,Music Publishers
1429,1429,51224,Sound Recording Studios
1430,1430,512240,Sound Recording Studios
1431,1431,51225,Record Production and Distribution
1432,1432,512250,Record Production and Distribution
1433,1433,51229,Other Sound Recording Industries
1434,1434,512290,Other Sound Recording Industries
1435,1435,515,Broadcasting (except Internet)
1436,1436,5151,Radio and Television Broadcasting
1437,1437,51511,Radio Broadcasting
1438,1438,515111,Radio Networks
1439,1439,515112,Radio Stations
1440,1440,51512,Television Broadcasting
1441,1441,515120,Television Broadcasting
1442,1442,5152,Cable and Other Subscription Programming
1443,1443,51521,Cable and Other Subscription Programming
1444,1444,515210,Cable and Other Subscription Programming
1445,1445,517,Telecommunications
1446,1446,5173,Wired and Wireless Telecommunications Carriers
1447,1447,51731,Wired and Wireless Telecommunications Carriers
1448,1448,517311,Wired Telecommunications Carriers
1449,1449,517312,Wireless Telecommunications Carriers (except Satellite)
1450,1450,5174,Satellite Telecommunications
1451,1451,51741,Satellite Telecommunications
1452,1452,517410,Satellite Telecommunications
1453,1453,5179,Other Telecommunications
1454,1454,51791,Other Telecommunications
1455,1455,517911,Telecommunications Resellers
1456,1456,517919,All Other Telecommunications
1457,1457,518,"Data Processing, Hosting, and Related Services"
1458,1458,5182,"Data Processing, Hosting, and Related Services"
1459,1459,51821,"Data Processing, Hosting, and Related Services"
1460,1460,518210,"Data Processing, Hosting, and Related Services"
1461,1461,519,Other Information Services
1462,1462,5191,Other Information Services
1463,1463,51911,News Syndicates
1464,1464,519110,News Syndicates
1465,1465,51912,Libraries and Archives
1466,1466,519120,Libraries and Archives
1467,1467,51913,Internet Publishing and Broadcasting and Web Search Portals
1468,1468,519130,Internet Publishing and Broadcasting and Web Search Portals
1469,1469,51919,All Other Information Services
1470,1470,519190,All Other Information Services
1471,1471,52,Finance and Insurance
1472,1472,521,Monetary Authorities-Central Bank
1473,1473,5211,Monetary Authorities-Central Bank
1474,1474,52111,Monetary Authorities-Central Bank
1475,1475,521110,Monetary Authorities-Central Bank
1476,1476,522,Credit Intermediation and Related Activities
1477,1477,5221,Depository Credit Intermediation
1478,1478,52211,Commercial Banking
1479,1479,522110,Commercial Banking
1480,1480,52212,Savings Institutions
1481,1481,522120,Savings Institutions
1482,1482,52213,Credit Unions
1483,1483,522130,Credit Unions
1484,1484,52219,Other Depository Credit Intermediation
1485,1485,522190,Other Depository Credit Intermediation
1486,1486,5222,Nondepository Credit Intermediation
1487,1487,52221,Credit Card Issuing
1488,1488,522210,Credit Card Issuing
1489,1489,52222,Sales Financing
1490,1490,522220,Sales Financing
1491,1491,52229,Other Nondepository Credit Intermediation
1492,1492,522291,Consumer Lending
1493,1493,522292,Real Estate Credit
1494,1494,522293,International Trade Financing
1495,1495,522294,Secondary Market Financing
1496,1496,522298,All Other Nondepository Credit Intermediation
1497,1497,5223,Activities Related to Credit Intermediation
1498,1498,52231,Mortgage and Nonmortgage Loan Brokers
1499,1499,522310,Mortgage and Nonmortgage Loan Brokers
1500,1500,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1501,1501,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1502,1502,52239,Other Activities Related to Credit Intermediation
1503,1503,522390,Other Activities Related to Credit Intermediation
1504,1504,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
1505,1505,5231,Securities and Commodity Contracts Intermediation and Brokerage
1506,1506,52311,Investment Banking and Securities Dealing
1507,1507,523110,Investment Banking and Securities Dealing
1508,1508,52312,Securities Brokerage
1509,1509,523120,Securities Brokerage
1510,1510,52313,Commodity Contracts Dealing
1511,1511,523130,Commodity Contracts Dealing
1512,1512,52314,Commodity Contracts Brokerage
1513,1513,523140,Commodity Contracts Brokerage
1514,1514,5232,Securities and Commodity Exchanges
1515,1515,52321,Securities and Commodity Exchanges
1516,1516,523210,Securities and Commodity Exchanges
1517,1517,5239,Other Financial Investment Activities
1518,1518,52391,Miscellaneous Intermediation
1519,1519,523910,Miscellaneous Intermediation
1520,1520,52392,Portfolio Management
1521,1521,523920,Portfolio Management
1522,1522,52393,Investment Advice
1523,1523,523930,Investment Advice
1524,1524,52399,All Other Financial Investment Activities
1525,1525,523991,"Trust, Fiduciary, and Custody Activities"
1526,1526,523999,Miscellaneous Financial Investment Activities
1527,1527,524,Insurance Carriers and Related Activities
1528,1528,5241,Insurance Carriers
1529,1529,52411,"Direct Life, Health, and Medical Insurance Carriers"
1530,1530,524113,Direct Life Insurance Carriers
1531,1531,524114,Direct Health and Medical Insurance Carriers
1532,1532,52412,"Direct Insurance (except Life, Health, and Medical) Carriers"
1533,1533,524126,Direct Property and Casualty Insurance Carriers
1534,1534,524127,Direct Title Insurance Carriers
1535,1535,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
1536,1536,52413,Reinsurance Carriers
1537,1537,524130,Reinsurance Carriers
1538,1538,5242,"Agencies, Brokerages, and Other Insurance Related Activities"
1539,1539,52421,Insurance Agencies and Brokerages
1540,1540,524210,Insurance Agencies and Brokerages
1541,1541,52429,Other Insurance Related Activities
1542,1542,524291,Claims Adjusting
1543,1543,524292,Third Party Administration of Insurance and Pension Funds
1544,1544,524298,All Other Insurance Related Activities
1545,1545,525,"Funds, Trusts, and Other Financial Vehicles"
1546,1546,5251,Insurance and Employee Benefit Funds
1547,1547,52511,Pension Funds
1548,1548,525110,Pension Funds
1549,1549,52512,Health and Welfare Funds
1550,1550,525120,Health and Welfare Funds
1551,1551,52519,Other Insurance Funds
1552,1552,525190,Other Insurance Funds
1553,1553,5259,Other Investment Pools and Funds
1554,1554,52591,Open-End Investment Funds
1555,1555,525910,Open-End Investment Funds
1556,1556,52592,"Trusts, Estates, and Agency Accounts"
1557,1557,525920,"Trusts, Estates, and Agency Accounts"
1558,1558,52599,Other Financial Vehicles
1559,1559,525990,Other Financial Vehicles
1560,1560,53,Real Estate and Rental and Leasing
1561,1561,531,Real Estate
1562,1562,5311,Lessors of Real Estate
1563,1563,53111,Lessors of Residential Buildings and Dwellings
1564,1564,531110,Lessors of Residential Buildings and Dwellings
1565,1565,53112,Lessors of Nonresidential Buildings (except Miniwarehouses)
1566,1566,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
1567,1567,53113,Lessors of Miniwarehouses and Self-Storage Units
1568,1568,531130,Lessors of Miniwarehouses and Self-Storage Units
1569,1569,53119,Lessors of Other Real Estate Property
1570,1570,531190,Lessors of Other Real Estate Property
1571,1571,5312,Offices of Real Estate Agents and Brokers
1572,1572,53121,Offices of Real Estate Agents and Brokers
1573,1573,531210,Offices of Real Estate Agents and Brokers
1574,1574,5313,Activities Related to Real Estate
1575,1575,53131,Real Estate Property Managers
1576,1576,531311,Residential Property Managers
1577,1577,531312,Nonresidential Property Managers
1578,1578,53132,Offices of Real Estate Appraisers
1579,1579,531320,Offices of Real Estate Appraisers
1580,1580,53139,Other Activities Related to Real Estate
1581,1581,531390,Other Activities Related to Real Estate
1582,1582,532,Rental and Leasing Services
1583,1583,5321,Automotive Equipment Rental and Leasing
1584,1584,53211,Passenger Car Rental and Leasing
1585,1585,532111,Passenger Car Rental
1586,1586,532112,Passenger Car Leasing
1587,1587,53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1588,1588,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1589,1589,5322,Consumer Goods Rental
1590,1590,53221,Consumer Electronics and Appliances Rental
1591,1591,532210,Consumer Electronics and Appliances Rental
1592,1592,53228,Other Consumer Goods Rental
1593,1593,532281,Formal Wear and Costume Rental
1594,1594,532282,Video Tape and Disc Rental
1595,1595,532283,Home Health Equipment Rental
1596,1596,532284,Recreational Goods Rental
1597,1597,532289,All Other Consumer Goods Rental
1598,1598,5323,General Rental Centers
1599,1599,53231,General Rental Centers
1600,1600,532310,General Rental Centers
1601,1601,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing
1602,1602,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1603,1603,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
1604,1604,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1605,1605,53242,Office Machinery and Equipment Rental and Leasing
1606,1606,532420,Office Machinery and Equipment Rental and Leasing
1607,1607,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1608,1608,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1609,1609,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1610,1610,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1611,1611,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1612,1612,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1613,1613,54,"Professional, Scientific, and Technical Services"
1614,1614,541,"Professional, Scientific, and Technical Services"
1615,1615,5411,Legal Services
1616,1616,54111,Offices of Lawyers
1617,1617,541110,Offices of Lawyers
1618,1618,54112,Offices of Notaries
1619,1619,541120,Offices of Notaries
1620,1620,54119,Other Legal Services
1621,1621,541191,Title Abstract and Settlement Offices
1622,1622,541199,All Other Legal Services
1623,1623,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1624,1624,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1625,1625,541211,Offices of Certified Public Accountants
1626,1626,541213,Tax Preparation Services
1627,1627,541214,Payroll Services
1628,1628,541219,Other Accounting Services
1629,1629,5413,"Architectural, Engineering, and Related Services"
1630,1630,54131,Architectural Services
1631,1631,541310,Architectural Services
1632,1632,54132,Landscape Architectural Services
1633,1633,541320,Landscape Architectural Services
1634,1634,54133,Engineering Services
1635,1635,541330,Engineering Services
1636,1636,54134,Drafting Services
1637,1637,541340,Drafting Services
1638,1638,54135,Building Inspection Services
1639,1639,541350,Building Inspection Services
1640,1640,54136,Geophysical Surveying and Mapping Services
1641,1641,541360,Geophysical Surveying and Mapping Services
1642,1642,54137,Surveying and Mapping (except Geophysical) Services
1643,1643,541370,Surveying and Mapping (except Geophysical) Services
1644,1644,54138,Testing Laboratories
1645,1645,541380,Testing Laboratories
1646,1646,5414,Specialized Design Services
1647,1647,54141,Interior Design Services
1648,1648,541410,Interior Design Services
1649,1649,54142,Industrial Design Services
1650,1650,541420,Industrial Design Services
1651,1651,54143,Graphic Design Services
1652,1652,541430,Graphic Design Services
1653,1653,54149,Other Specialized Design Services
1654,1654,541490,Other Specialized Design Services
1655,1655,5415,Computer Systems Design and Related Services
1656,1656,54151,Computer Systems Design and Related Services
1657,1657,541511,Custom Computer Programming Services
1658,1658,541512,Computer Systems Design Services
1659,1659,541513,Computer Facilities Management Services
1660,1660,541519,Other Computer Related Services
1661,1661,5416,"Management, Scientific, and Technical Consulting Services"
1662,1662,54161,Management Consulting Services
1663,1663,541611,Administrative Management and General Management Consulting Services
1664,1664,541612,Human Resources Consulting Services
1665,1665,541613,Marketing Consulting Services
1666,1666,541614,"Process, Physical Distribution, and Logistics Consulting Services"
1667,1667,541618,Other Management Consulting Services
1668,1668,54162,Environmental Consulting Services
1669,1669,541620,Environmental Consulting Services
1670,1670,54169,Other Scientific and Technical Consulting Services
1671,1671,541690,Other Scientific and Technical Consulting Services
1672,1672,5417,Scientific Research and Development Services
1673,1673,54171,"Research and Development in the Physical, Engineering, and Life Sciences"
1674,1674,541713,Research and Development in Nanotechnology
1675,1675,541714,Research and Development in Biotechnology (except Nanobiotechnology)
1676,1676,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
1677,1677,54172,Research and Development in the Social Sciences and Humanities
1678,1678,541720,Research and Development in the Social Sciences and Humanities
1679,1679,5418,"Advertising, Public Relations, and Related Services"
1680,1680,54181,Advertising Agencies
1681,1681,541810,Advertising Agencies
1682,1682,54182,Public Relations Agencies
1683,1683,541820,Public Relations Agencies
1684,1684,54183,Media Buying Agencies
1685,1685,541830,Media Buying Agencies
1686,1686,54184,Media Representatives
1687,1687,541840,Media Representatives
1688,1688,54185,Outdoor Advertising
1689,1689,541850,Outdoor Advertising
1690,1690,54186,Direct Mail Advertising
1691,1691,541860,Direct Mail Advertising
1692,1692,54187,Advertising Material Distribution Services
1693,1693,541870,Advertising Material Distribution Services
1694,1694,54189,Other Services Related to Advertising
1695,1695,541890,Other Services Related to Advertising
1696,1696,5419,"Other Professional, Scientific, and Technical Services"
1697,1697,54191,Marketing Research and Public Opinion Polling
1698,1698,541910,Marketing Research and Public Opinion Polling
1699,1699,54192,Photographic Services
1700,1700,541921,"Photography Studios, Portrait"
1701,1701,541922,Commercial Photography
1702,1702,54193,Translation and Interpretation Services
1703,1703,541930,Translation and Interpretation Services
1704,1704,54194,Veterinary Services
1705,1705,541940,Veterinary Services
1706,1706,54199,"All Other Professional, Scientific, and Technical Services"
