"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2019","EZ2 TECHNOLOGIES INC","0","0","13","2","54","3666","TX","HOUSTON","77077"
"2019","WHAMTECH INC","0","0","2","0","54","8214","TX","DALLAS","75230"
"2019","NOVATION IQ LLC","2","0","0","0","32","1941","KS","LENEXA","66219"
"2019","KOCH BUSINESS SOLUTIONS LP","0","0","2","0","54","0729","KS","WICHITA","67220"
"2019","KOCH SUPPLY TRADING LP","0","0","1","0","32","1073","KS","WICHITA","67220"
"2019","MASTEREX TECHNOLOGIES INC","1","0","3","0","54","5322","NJ","CRANBURY","08512"
"2019","INFOSYS BPM LIMITED","0","4","11","4","54","0854","TX","PLANO","75024"
"2019","INFOSYS BPM LTD","0","0","1","1","54","0854","TX","RICHARDSON","75082"
"2019","ABHT LLC ABHT STRUCTURAL ENGINEERS","1","0","0","0","54","1723","OR","PORTLAND","97209"
"2019","SECURE64 SOFTWARE CORPORATION","1","0","0","0","51","6119","CO","GREENWOOD VILLAGE","80111"
"2019","SHASTA INTERNAL MEDICINE INC","1","0","0","0","62","7034","CA","REDDING","96001"
"2019","SECURENETRICS INC","1","0","0","0","54","9925","CA","GRANITE BAY","95746"
"2019","R & J CAPITAL GROUP LLC","1","0","0","0","53","2875","NY","FOREST HILLS","11375"
"2019","CMC TECH INC","1","0","0","0","44","4556","TX","HOUSTON","77099"
"2019","SOLIX TECHNOLOGIES INCORPORATED","1","1","1","0","54","5191","CA","SANTA CLARA","95054"
"2019","HGST INC","4","0","0","0","33","0899","CA","MILPITAS","95035"
"2019","HGST INC","1","0","30","0","33","0899","CA","SAN JOSE","95119"
"2019","SIERRA INFOSYS INC","1","2","3","0","54","2551","TX","HOUSTON","77036"
"2019","HONDA RESEARCH INSTITUTE USA INC","1","0","1","0","54","3217","CA","MOUNTAIN VIEW","94043"
"2019","UDA TECHNOLOGIES INC","1","0","0","0","51","5359","AL","AUBURN","36830"
"2019","CHINA CUSTOM MANUFACTURING LTD","0","1","0","0","33","5563","CA","FREMONT","94538"
"2019","CHINA CUSTOM MANUFACTURING LTD","1","2","0","0","54","5563","CA","FREMONT","94538"
"2019","INTELISECURE INC","1","0","0","0","54","8174","CO","ENGLEWOOD","80111"
"2019","MOONRIDER LLC DBA MOONRIDER INN HO","0","1","0","0","72","9243","LA","SHREVEPORT","71109"
"2019","ESSAI INC","1","0","0","0","54","2198","CA","FREMONT","94538"
"2019","VOCE COMMUNICATIONS INC","0","0","1","0","54","6294","CA","SAN FRANCISCO","94105"
"2019","PYRAMID SEMICONDUCTOR CORPORATION","1","0","0","0","33","6773","CA","SUNNYVALE","94089"
"2019","NOBLE SECURITY INC","0","0","1","0","56","8461","TX","PFLUGERVILLE","78660"
"2019","ARROWHEAD SYSTEMS INC","1","0","0","0","33","8562","WI","RANDOLPH","53956"
"2019","OZEN ENGINEERING INC","1","0","0","0","54","2264","CA","SUNNYVALE","94085"
"2019","TRINET HR III INC","5","1","0","0","56","4650","CA","DUBLIN","94568"
"2019","MARKETING EVOLUTION INC","2","0","1","0","54","4650","NY","NEW YORK","10168"
"2019","TRINET HR III INC","1","0","0","0","54","4650","WA","BELLEVUE","98006"
"2019","GLOBALINK MFG SOLUTIONS INC","1","0","0","0","54","6232","FL","NAPLES","34114"
"2019","REDTAIL TECHNOLOGY INC","1","0","0","0","51","7961","CA","SACRAMENTO","95827"
"2019","MIKE C MANOLOFF P C","1","0","0","0","54","8342","TX","HOUSTON","77074"
"2019","INFOSYS LIMITED","0","0","0","1","54","0235","TX","PLANO","75024"
"2019","MOLECULAR IMAGING INC DBA MI","0","0","1","0","51","1546","MI","ANN ARBOR","48108"
"2019","CHARTER COMMUNICATIONS INC","1","0","0","0","51","7213","MO","SAINT LOUIS","63131"
"2019","TURNING POINT HOLDINGS LLC","1","0","0","0","99","3071","FL","MIAMI BEACH","33139"
"2019","ENFEC LLC","0","1","0","0","54","5636","WA","REDMOND","98052"
"2019","QWICKLY INC","1","0","0","0","54","7497","OH","CLEVELAND","44113"
"2019","LEGENDS DENTAL GROUP P A DBA LEGEN","1","0","0","0","62","8285","CA","IRVINE","92614"
"2019","LUTRON ELECTRONICS CO INC","1","0","0","0","33","9189","PA","COOPERSBURG","18036"
"2019","CLOUD MELLOW CONSULTING LTD CO","0","1","0","0","54","0274","TX","FRISCO","75034"
"2019","DMG INVESTMENTS LLC","1","0","0","0","52","0657","NY","NEW YORK","10005"
"2019","UNIFIED SCHOOL DISTRICT NO 259","0","0","4","0","61","0351","KS","WICHITA","67218"
"2019","WILLIAM NEWTON HOSPITAL","0","0","2","0","62","5089","KS","WINFIELD","67156"
"2019","HUTCHINSON PUBLIC SCHOOLS","0","0","1","0","61","5433","KS","HUTCHINSON","67501"
"2019","CLAY COUNTY MEDICAL CENTER","0","0","1","0","62","3060","KS","CLAY CENTER","67432"
"2019","USD 501 TOPEKA PUBLIC SCHOOLS","0","0","1","0","61","8563","KS","TOPEKA","66611"
"2019","THE UNIV OF KANSAS MEDICAL CENTER","1","0","1","0","61","9925","KS","EMPORIA","66801"
"2019","THE UNIVERSITY OF KANSAS MEDICAL C","9","0","30","1","61","9925","KS","KANSAS CITY","66160"
"2019","THE UNIV OF KANSAS MEDICAL CENTER","1","0","0","0","61","9925","KS","TOPEKA","66612"
"2019","WICHITA STATE UNIV","0","0","1","0","92","9925","KS","TOPEKA","66612"
"2019","WICHITA STATE UNIVERSITY","12","0","6","0","61","9925","KS","WICHITA","67260"
"2019","WASHBURN UNIV","0","0","1","0","61","0115","KS","TOPEKA","66621"
"2019","RANSOM MEMORIAL HOSPITAL","0","0","1","0","62","8162","KS","OTTAWA","66067"
"2019","MORRIS COUNTY HOSPITAL","1","0","0","0","62","5497","KS","COUNCIL GROVE","66846"
"2019","ROOKS COUNTY HEALTH CENTER","0","0","1","0","62","4911","KS","PLAINVILLE","67663"
"2019","MINNEOLA DISTRICT HOSPITAL NO 2","1","0","0","0","62","8051","KS","MINNEOLA","67865"
"2019","LABETTE COUNTY MEDICAL CENTER DBA","1","0","0","0","62","9245","KS","PARSONS","67357"
"2019","PITTSBURG STATE UNIV","2","0","0","0","61","9268","KS","PITTSBURG","66762"
"2019","HAENGEL ASSOCIATES ENGRG II INC","0","0","1","0","54","1256","MI","CANTON","48187"
"2019","WORLD IP PHONE INC","0","1","0","0","54","9828","CA","SAN JOSE","95129"
"2019","TECHNICOLOR CONNECTED HOME USA LLC","0","0","1","0","33","6832","CA","BURBANK","91504"
"2019","SYDATA INC","0","1","0","0","54","9549","CA","SAN DIEGO","92121"
"2019","SALESFORCE COM INC","1","0","0","0","54","2069","CA","SAN FRANCISCO","94105"
"2019","NOVATEAUR TECHNOLOGIES INC","0","1","0","0","54","4409","CA","TRACY","95377"
"2019","STARPAK CORP","1","0","0","0","32","6972","TX","HOUSTON","77041"
"2019","TECHNET INC","0","0","1","0","54","7884","CA","FOLSOM","95630"
"2019","STERLING JEWELERS INC","0","0","1","0","44","4503","OH","AKRON","44333"
"2019","TOURICO HOLIDAYS INC","0","0","1","0","56","0171","FL","ALTAMONTE SPRINGS","32701"
"2019","VIRTUSA CORPORATION","0","0","1","0","54","9745","MA","SOUTHBOROUGH","01772"
"2019","NITTO DENKO AVECIA INC","1","0","0","0","32","2264","MA","MILFORD","01757"
"2019","AVCO CONSULTING INC","1","0","0","0","54","2204","MA","WORCESTER","01608"
"2019","CT CORP SYSTEM A WOLTERS KLUWER CO","0","0","4","0","51","6522","IL","RIVERWOODS","60015"
"2019","CORPORATION SERVICE COMPANY","1","0","8","0","54","9810","DE","WILMINGTON","19808"
"2019","E I DU PONT DE NEMOURS AND COMPANY","31","0","15","2","32","4090","DE","WILMINGTON","19805"
"2019","DISCOVER BANK","0","0","1","0","52","0270","IL","DEERFIELD","60015"
"2019","DISCOVER BANK","0","0","4","1","52","0270","IL","RIVERWOODS","60015"
"2019","SPEAKMAN COMPANY","0","0","1","0","33","7410","PA","CONCORDVILLE","19331"
"2019","WILMINGTON SAVINGS FUND SOCIETY","1","0","2","0","52","4940","DE","WILMINGTON","19801"
"2019","AMERICAN AIR LIQUIDE INC","8","1","0","1","32","2176","TX","HOUSTON","77024"
"2019","BAYHEALTH MEDICAL CENTER INC","1","0","1","0","62","4318","DE","DOVER","19901"
"2019","BAYHEALTH MEDICAL CENTER INC","1","0","0","0","62","4318","DE","DOVER","19904"
"2019","ROLLINS INC","0","0","2","0","56","8479","GA","ATLANTA","30324"
"2019","W L GORE & ASSOCIATES INC","0","0","4","0","32","3365","DE","NEWARK","19714"
"2019","CHRISTIANA CARE HLTH SVCS INC","0","0","4","0","62","3684","DE","NEW CASTLE","19720"
"2019","CHRISTIANA CARE HEALTH SVCS INC","2","0","14","0","62","3684","DE","NEWARK","19713"
"2019","CHRISTIANA CARE HLTH SVCS INC","1","0","2","0","62","3684","DE","NEWARK","19718"
"2019","MILLIKEN & COMPANY","0","1","0","0","31","5342","SC","SPARTANBURG","29303"
"2019","ADVANCED DRAINAGE SYSTEMS INC","2","0","1","0","32","5665","OH","HILLIARD","43026"
"2019","WILMINGTON UNIVERSITY","1","0","0","0","61","7088","DE","NEW CASTLE","19720"
"2019","ROHM AND HAAS ELECTRONIC MATERIALS","0","0","1","0","54","7908","MI","MIDLAND","48674"
"2019","DUNKIN BRANDS INC","0","0","1","0","72","0378","MA","CANTON","02021"
"2019","DUNKIN BRANDS INC","1","0","1","0","99","0378","MA","CANTON","02021"
"2019","SMITH & NEPHEW INC","9","0","27","2","33","3924","TN","MEMPHIS","38116"
"2019","LOVELACE BIOMEDICAL & ENVIRONMENTA","1","0","0","0","54","4068","NM","ALBUQUERQUE","87108"
"2019","THE SUMMIT LIGHTHOUSE INC","1","0","0","0","81","1351","MT","GARDINER","59030"
"2019","CALIFORNIA SHAKESPEAR THEATER","0","0","1","0","71","9452","CA","BERKELEY","94710"
"2019","SAN RAMON SOCCER CLUB INC","0","0","1","0","71","8532","CA","SAN RAMON","94583"
"2019","BLACKSTONE VALLEY COMMUNITY HEALTH","1","0","0","0","62","3476","RI","PAWTUCKET","02860"
"2019","WAKE FOREST UNIV BAPTIST MED CTR","0","0","1","0","61","0238","NC","WINSTON SALEM","27157"
"2019","WAKE FOREST UNIV BAPTIST MED CTR","0","0","1","0","62","0238","NC","WINSTON SALEM","27157"
"2019","SANFORD BURNHAM PREBYS MEDICAL DIS","8","0","5","1","54","7108","CA","LA JOLLA","92037"
"2019","PRICKETT JONES & ELLIOTT PA","1","0","0","0","54","4528","DE","WILMINGTON","19801"
"2019","PROVIDENCE HEALTH & SVCS OREGON D/","0","0","3","0","62","6587","WA","RENTON","98057"
"2019","PROVIDENCE HLTH SYS SOUTHERN CA","0","0","1","0","62","6589","WA","RENTON","98057"
"2019","SAINT ANTHONY HOSPITAL","2","0","0","0","62","7097","IL","CHICAGO","60623"
"2019","MID SUSSEX MEDICAL CENTER INC","1","0","0","0","62","4470","DE","SEAFORD","19973"
"2019","BUILDERS & MANAGERS INC","0","0","1","0","54","5192","DE","WILMINGTON","19801"
"2019","ASHOKA INNOVATORS FOR THE PUBLIC","0","0","1","0","81","5908","VA","ARLINGTON","22209"
"2019","GKN DRIVELINE NEWTON LLC","1","0","3","0","33","0034","NC","NEWTON","28658"
"2019","EMSCO INC","0","0","1","0","81","1354","OH","MASSILLON","44646"
"2019","KERRY INC","5","2","9","1","31","4193","WI","BELOIT","53511"
"2019","SAFRAN USA INC","1","0","0","0","33","2961","TX","IRVING","75063"
"2019","RAMESH C BATTA ASSOCIATES PA","1","0","0","0","54","6007","DE","WILMINGTON","19808"
"2019","MCLARENS INC","1","0","0","0","52","9022","GA","NORCROSS","30092"
"2019","SAFRAN ELECTRICAL POWER USA LLC","0","0","1","0","33","0858","WA","EVERETT","98203"
"2019","BRANDYWINE GLOBAL INVESTMENT MGMT","0","0","2","0","52","4065","PA","PHILADELPHIA","19103"
"2019","TAGHLEEF INDUSTRIES INC","0","1","0","0","32","5865","DE","NEWARK","19711"
"2019","ANN TAYLOR INC","0","0","3","1","44","7083","NY","NEW YORK","10036"
"2019","CATHERINES INC","0","1","0","0","44","7099","OH","COLUMBUS","43219"
"2019","ESSENTRA PACKAGING US INC","1","0","1","0","33","9429","NJ","MOORESTOWN","08057"
"2019","INFINIX CORPORATION","0","0","1","0","54","0839","NJ","PRINCETON","08540"
"2019","MBC INVESTMENT CORPORATION","0","0","1","0","52","1132","PA","PITTSBURGH","15258"
"2019","WALTER KIDDE PORTABLE EQUIPMENT","0","0","1","0","92","5035","FL","BRADENTON","34202"
"2019","PROGRESS LIGHTING INC","0","0","1","0","33","5291","SC","GREENVILLE","29607"
"2019","DELAWARE STATE UNIV","1","0","3","0","61","5893","DE","DOVER","19901"
"2019","MICROSTRATEGY INCORPORATED","7","0","15","0","54","3571","VA","TYSONS CORNER","22182"
"2019","MICROSTRATEGY INCORPORATED","40","1","7","0","54","3571","VA","VIENNA","22182"
"2019","SNF HOLDING COMPANY","3","0","0","0","32","9277","GA","RICEBORO","31323"
"2019","LINCARE PROCUREMENT INC","3","1","1","0","62","1330","FL","CLEARWATER","33764"
"2019","CHRIS DEVANEY CONNECTIONS CSP INC","0","0","1","0","62","3030","DE","WILMINGTON","19805"
"2019","APPLIED CONTROL ENGINEERING INC","1","0","0","0","54","3862","DE","NEWARK","19711"
"2019","TECHNIP USA INC","1","0","0","0","54","4655","CA","CLAREMONT","91711"
"2019","TECHNIP USA INC","0","0","0","1","51","4655","TX","HOUSTON","77079"
"2019","TECHNIP USA INC","4","0","16","0","54","4655","TX","HOUSTON","77079"
"2019","TECHNIP USA INC","2","0","0","0","54","4655","TX","HOUSTON","77098"
"2019","CHSPSC LLC","1","1","2","0","62","5957","TN","FRANKLIN","37067"
"2019","SENSUS USA INC","0","0","1","0","33","8883","NC","RALEIGH","27615"
"2019","KBM GRP LLC","0","0","1","0","54","0087","TX","RICHARDSON","75082"
"2019","OSG SHIP MGMT INC","0","0","1","0","48","3903","FL","TAMPA","33602"
"2019","LACOSTE USA INC","0","0","1","0","44","4845","NY","NEW YORK","10022"
"2019","SKYHOOK HOLDING INC","0","0","1","0","54","5376","MA","BOSTON","02210"
"2019","SCRIPPS NETWORK LLC","0","0","2","0","51","5493","TN","KNOXVILLE","37932"
"2019","GATE 1 LTD","3","0","0","0","56","6014","PA","FORT WASHINGTON","19034"
"2019","TRIUMPH ACTUATION SYSS-CONNECTICUT","0","1","0","0","33","7964","CT","BLOOMFIELD","06002"
"2019","GRAVER TECHNOLOGIES LLC","0","0","1","0","33","8552","DE","NEWARK","19702"
"2019","SUPPLY CHAIN CONSULTANTS INC","0","0","1","0","54","0007","DE","WILMINGTON","19808"
"2019","TAKE TWO INTERACTIVE SOFTWARE INC","0","0","1","0","51","0842","NY","NEW YORK","10036"
"2019","DAVITA INC","7","1","44","2","62","4549","NC","CHARLOTTE","28208"
"2019","HILL ROM SVCS INC","0","0","2","0","42","7576","IN","BATESVILLE","47006"
"2019","LESAFFRE YEAST CORPORATION","1","0","0","0","31","7753","WI","MILWAUKEE","53214"
"2019","THE KERCHER GROUP INC","0","0","1","0","54","2569","DE","NEWARK","19702"
"2019","ARCLIN SURFACES BLYTHEWOOD CO","0","0","1","0","32","3021","SC","BLYTHEWOOD","29016"
"2019","UHV TECHNOLOGIES INC","1","0","0","0","99","3751","KY","LEXINGTON","40511"
"2019","SMART BUTTON ASSOCIATES INC AN AIM","0","0","1","0","54","4756","DE","NEWARK","19711"
"2019","SMART BUTTON ASSOICATES INC AN AIM","0","1","0","0","54","4756","MN","MINNEAPOLIS","55403"
"2019","BOS AUTOMOTIVE PRODUCTS INC","1","0","0","0","33","5053","MI","ROCHESTER","48309"
"2019","HEALTHCORE INC","3","0","6","0","52","5660","DE","WILMINGTON","19801"
"2019","BAGATELLE INTERNATIONAL USA INC","0","0","0","1","54","6254","NY","NEW YORK","10018"
"2019","PTS AMERICA INC","0","0","0","1","32","7687","NY","NEW YORK","10001"
"2019","BROOKS BROTHERS GROUP INC","4","0","3","0","44","8883","NY","NEW YORK","10017"
"2019","CAPITOL NURSING & REHAB CENTER LLC","0","0","1","0","62","9763","MD","HYATTSVILLE","20782"
"2019","PLAYTEX MANUFACTURING INC","0","0","1","0","81","9884","CT","SHELTON","06484"
"2019","QPS LLC","1","0","0","0","99","1092","DE","NEWARK","19711"
"2019","J2 GLOBAL INC","1","0","0","0","51","1142","CA","LOS ANGELES","90028"
"2019","MANHATTAN TELECOM CORP METTEL","3","0","6","0","51","4236","NY","NEW YORK","10041"
"2019","ANDHUS TECHNOLOGIES INC","9","2","23","0","54","7935","IL","ITASCA","60143"
"2019","THE SIEGFRIED GROUP LLP","3","0","10","0","54","8135","DE","WILMINGTON","19801"
"2019","DASSAULT SYSTEMS AMERICAS CORP","1","0","0","0","54","9588","MA","FALMOUTH","02541"
"2019","DASSAULT SYSTEMES AMERICAS CORP","4","1","0","0","33","9588","MA","WALTHAM","02451"
"2019","DASSAULT SYSTEMS AMERICAS CORP","13","1","25","0","54","9588","MA","WALTHAM","02451"
"2019","DASSAULT SYSTEMES AMERICAS CORP","0","0","2","0","54","9588","RI","JOHNSTON","02919"
"2019","AIM RESEARCH COMPANY","0","0","1","0","33","1551","DE","HOCKESSIN","19707"
"2019","PATTISON SIGN GROUP","0","0","1","0","33","1712","TN","KNOXVILLE","37902"
"2019","SENDX MEDICAL, INCORPORATED","0","0","1","0","42","3248","CA","LOS ANGELES","90017"
"2019","MEDPLAST ENGINEERED PRODUCTS INC","0","0","1","0","32","4001","AZ","TEMPE","85282"
"2019","MEDPLAST ENGINEERED PRODUCTS INC","1","0","1","0","32","4001","MA","FOXBORO","02035"
"2019","BNY MELLON GOVT SECURITIES SVCS CO","0","0","2","0","52","5751","NJ","JERSEY CITY","07302"
"2019","BNY MELLON GOVT SECURITIES SVCS CO","0","0","1","0","52","5751","PA","PITTSBURGH","15258"
"2019","CABLE NEWS NETWORK INC","2","1","0","0","51","6049","GA","ATLANTA","30303"
"2019","PREMIERE FIBERS LLC","0","0","1","0","31","6956","NC","ANSONVILLE","28007"
"2019","DATAMATHICS GLOBAL SERVICES INC","0","0","7","7","54","8254","MI","LIVONIA","48150"
"2019","JAZWARES LLC","1","0","0","0","33","8825","FL","SUNRISE","33326"
"2019","TA INSTRUMENTS-WATERS LLC","3","0","1","0","33","9767","DE","NEW CASTLE","19720"
"2019","JF HILLEBRAND USA INC","0","0","1","0","48","9841","NJ","EDISON","08817"
"2019","KBM GROUP LLC","1","0","0","0","54","0087","CO","LOUISVILLE","80027"
"2019","KBM GROUP LLC","0","0","2","0","54","0087","TX","RICHARDSON","75082"
"2019","FELSS ROTAFORM LLC","0","0","3","0","33","0223","WI","NEW BERLIN","53151"
"2019","TEKSTROM INC","0","0","0","1","54","1944","DE","NEWARK","19713"
"2019","TEKSTROM INC","1","0","23","1","54","1944","DE","WILMINGTON","19808"
"2019","ABS GLOBAL INC","2","0","1","0","54","3574","WI","DEFOREST","53532"
"2019","THE HUNEEUS FDN","1","0","0","0","81","5298","CA","SAN FRANCISCO","94109"
"2019","BLACKROCK CAPITAL MGT INC","18","1","24","0","52","5386","DE","WILMINGTON","19809"
"2019","GLOW NETWORKS INC","0","0","0","1","54","5994","TX","RICHARDSON","75080"
"2019","GLOW NETWORKS INC","2","0","5","0","99","5994","TX","RICHARDSON","75080"
"2019","LANTHEUS MEDICAL IMAGING INC","0","0","1","0","32","6366","MA","NORTH BILLERICA","01862"
"2019","2CHECKOUT COM INC","0","0","1","0","52","6843","OH","COLUMBUS","43215"
"2019","OPENET TELECOM INC","0","0","2","0","54","8719","VA","RESTON","20190"
"2019","LIQUIDHUB INC","0","0","1","0","54","0573","PA","WAYNE","19087"
"2019","CP KELCO U S INC","0","0","1","0","32","0757","CA","SAN DIEGO","92113"
"2019","CP KELCO U S INC","0","0","1","0","32","0757","GA","ATLANTA","30339"
"2019","REALSOFT TECHNOLOGIES LLC","6","1","9","0","54","1102","VA","HERNDON","20170"
"2019","REALSOFT TECHNOLOGIES LLC","1","0","0","0","54","1102","VA","HERNDON","20171"
"2019","WERUM IT SOLUTIONS AMERICA INC","3","1","0","0","54","1251","NJ","PARSIPPANY","07054"
"2019","NETWORK BUILDING + CONSULTING LLC","0","0","2","0","54","4247","MD","ELKRIDGE","21075"
"2019","LIQUIDHUB INC","5","0","16","0","54","5734","PA","WAYNE","19087"
"2019","TITAN FLORIDA LLC","2","0","0","0","32","5873","VA","NORFOLK","23502"
"2019","GENISYS SOFTWARE LTD","0","0","1","0","54","6098","NY","NEW YORK","10105"
"2019","INFINITE COMPUTER SOLUTIONS INC","40","13","47","8","54","6223","MD","ROCKVILLE","20850"
"2019","FORESCOUT TECHNOLOGIES INC","4","0","10","0","54","6800","CA","SAN JOSE","95134"
"2019","CYQUENT INC","0","0","5","0","54","6912","MD","ROCKVILLE","20850"
"2019","GREEN PANTHER INC","0","0","1","0","33","7257","MI","TROY","48098"
"2019","BARCLAYS SERVICES LLC","0","0","1","0","52","7871","NY","NEW YORK","10019"
"2019","WGK GLASS ART INC","0","0","1","1","32","7949","PA","TOUGHKENAMON","19374"
"2019","BARCLAYS BANK DELAWARE","1","0","3","1","52","7970","DE","WILMINGTON","19801"
"2019","BARCLAYS BANK DELAWARE","4","0","7","0","52","7970","NY","NEW YORK","10019"
"2019","BARCLAYS SERVICES LLC","0","0","1","0","52","7971","DE","WILMINGTON","19801"
"2019","BARCLAYS SERVICES LLC","9","0","67","0","52","7971","NY","NEW YORK","10019"
"2019","TIETO US INC","0","0","1","0","54","0430","TX","HOUSTON","77024"
"2019","SAVEWAY COMPOUNDING PHARMACY INC","1","0","0","0","44","0858","DE","NEWARK","19702"
"2019","CITICORP CREDIT SERVICES INC USA","0","0","1","0","52","3361","NY","NEW YORK","10005"
"2019","ACTIMIZE INC","1","1","13","0","54","3489","NJ","HOBOKEN","07030"
"2019","CITICORP CREDIT SERVICES INC USA","5","0","14","0","52","3661","NY","NEW YORK","10005"
"2019","CITICORP CREDIT SERVICES INC USA","5","0","39","0","52","3661","NY","NEW YORK","10013"
"2019","BLUESCOPE BUILDINGS NORTH AMERICA","1","0","0","0","33","3911","MO","KANSAS CITY","64102"
"2019","LYDALL PERFORMANCE MATERIALS US IN","1","0","0","0","33","4321","PA","LANCASTER","17603"
"2019","PROOFPOINT INC","11","0","26","2","54","4846","CA","SUNNYVALE","94089"
"2019","PAGOS INC","1","0","0","0","54","8584","MA","CAMBRIDGE","02141"
"2019","AMS TRADING INC","0","1","0","0","62","9859","FL","FORT LAUDERDALE","33315"
"2019","INGENERO INC","1","0","1","0","54","0556","TX","HOUSTON","77027"
"2019","REV IO LLC","1","0","1","0","54","5343","GA","ATLANTA","30326"
"2019","EMERSON PROCESS MANAGEMENT LLLP","0","0","1","0","33","2217","FL","SUNRISE","33323"
"2019","EMERSON PROCESS MANAGEMENT LLLP","0","0","1","0","33","2217","MN","BLOOMINGTON","55437"
"2019","ALTUS SYSTEMS INC","0","0","2","1","54","7416","MI","FARMINGTON HILLS","48334"
"2019","SUTHERLAND HEALTHCARE SOLNS INC","0","0","2","0","54","7897","NY","ROCHESTER","14623"
"2019","NFI MANAGEMENT SERVICES LLC","0","0","1","0","49","8990","NJ","CHERRY HILL","08003"
"2019","LAW OFFS OF JOE ZHENGHONG ZHOU & A","0","1","0","0","54","5745","NY","FLUSHING","11354"
"2019","BBS USA LLC","1","0","0","0","72","6446","FL","FORT LAUDERDALE","33301"
"2019","CASCADE CARDIOLOGY LLC","0","0","1","0","62","6830","OR","SALEM","97301"
"2019","MORNING SUN BUS COMPANY INC","0","0","1","1","56","9882","MA","LEXINGTON","02420"
"2019","INDUS VALLEY PARTNERS CORP","3","1","4","1","54","0156","NY","NEW YORK","10018"
"2019","ACI INFOTECH INC","2","2","10","8","54","0269","NJ","PISCATAWAY","08854"
"2019","DROISYS INC","1","1","2","2","54","1074","CA","FREMONT","94538"
"2019","HITE USA INC DBA SHO INTERNATIONAL","0","1","0","0","42","5205","CA","LOS ANGELES","90061"
"2019","ZYTUS INC","0","0","4","0","54","0096","VA","HENRICO","23238"
"2019","ZYTUS INC","0","0","1","0","54","0096","VA","RICHMOND","23238"
"2019","GRAMERCY CONSULTANTS LLC","1","0","0","0","54","2304","NY","NEW YORK","10018"
"2019","Q ANALYSTS LLC","0","0","1","0","54","5505","CA","SAN JOSE","95129"
"2019","CALIFORNIA CHARTER SCHOOLS ASSOC","0","0","1","0","81","5703","CA","LOS ANGELES","90012"
"2019","EXCELLENT BUSINESS CONSULTANTS INC","0","0","1","0","54","7362","NY","SEAFORD","11783"
"2019","APEX BAIT TECHNOLOGIES INC","1","0","0","0","54","8343","CA","SANTA CLARA","95054"
"2019","TRACTION CORPORATION","0","0","1","0","54","9241","CA","SAN FRANCISCO","94109"
"2019","ALVAREZ MARSAL NORTH AMERICA LLC","0","0","1","0","54","4741","NY","NEW YORK","10022"
"2019","CASTLE BRANDS USA CORP","1","0","0","0","42","5156","NY","NEW YORK","10168"
"2019","O PLANNING LLC","0","0","2","0","54","6804","NY","NEW YORK","10018"
"2019","MUDIAM INC","7","4","1","2","54","8567","TX","HOUSTON","77036"
"2019","INVIDI TECHNOLOGIES CORPORATION","1","0","0","0","99","0124","NJ","PRINCETON","08540"
"2019","EUCLID TECHLABS LLC","0","0","2","0","54","0161","OH","SOLON","44139"
"2019","E & E CO LTD DBA JLA HOME","1","0","0","0","99","0978","CA","FREMONT","94538"
"2019","SERVOTECH INC","2","0","9","0","54","3575","IL","CHICAGO","60616"
"2019","XU Z CHEN PSYCHIATRIST PLLC","1","0","0","0","62","7017","NY","BROOKLYN","11220"
"2019","CONCISE CAPITAL MGMT LP","1","0","0","0","52","0579","FL","MIAMI","33131"
"2019","BARINGS LLC","1","0","6","0","52","4477","NC","CHARLOTTE","28202"
"2019","SHUBH SOLUTIONS LLC","1","1","4","2","54","9697","CA","SAN DIEGO","92121"
"2019","BMC ENGINEERING LLC","0","0","1","0","54","0041","MA","WAKEFIELD","01880"
"2019","CALTEC CORP","1","0","0","0","23","3558","CA","WESTMINSTER","92683"
"2019","AUSTARPHARMA LLC","0","0","1","0","54","3899","NJ","EDISON","08837"
"2019","AUSTARPHARMA LLC","0","0","3","0","99","3899","NJ","EDISON","08837"
"2019","JANSSEN RESEARCH & DEVELOPMENT LLC","0","0","4","0","32","4195","NJ","RARITAN","08869"
"2019","JANSSEN RESEARCH & DEVELOPMENT LLC","0","0","3","0","32","4195","NJ","TITUSVILLE","08560"
"2019","JANSSEN RESEARCH & DEVELOPMENT LLC","1","0","0","0","32","4195","PA","AMBLER","19002"
"2019","JANSSEN RESEARCH & DEVELOPMENT LLC","0","0","1","0","32","4195","PA","COLLEGEVILLE","19426"
"2019","JANSSEN RESEARCH & DEVELOPMENT LLC","0","0","2","0","32","4195","PA","MALVERN","19355"
"2019","JANSSEN RESEARCH & DEVELOPMENT LLC","4","0","2","0","32","4195","PA","SPRING HOUSE","19477"
"2019","JANSSEN GLOBAL SERVICES LLC","1","0","0","0","54","4198","NJ","RARITAN","08869"
"2019","BABYCENTER LLC","0","0","1","0","32","4203","CA","SAN FRANCISCO","94107"
"2019","AB STAR GROUP","0","0","0","1","54","6098","CA","FREMONT","94538"
"2019","ADVENTIST HEALTH SYSTEM SUNBELT HE","1","0","23","3","62","8398","FL","ALTAMONTE SPRINGS","32714"
"2019","HYUNDAI AUTOEVER AMERICA LLC","1","0","4","0","54","1094","CA","FOUNTAIN VALLEY","92708"
"2019","HYUNDAI AUTOEVER AMERICA LLC","0","1","6","0","99","1094","CA","FOUNTAIN VALLEY","92708"
